,Time,Receiving team,Score,Guest team,Week,Date
165,22:00,Olympique Club de Safi,0 : 0,Moghreb Tetouan,Week # 21,Tuesday 11 August 2020
166,20:00,Renaissance Zemamra,1 : 1,Fath Union Sport de Rabat,Week # 22,Friday 14 August 2020
167,20:00,Olympique Club de Safi,1 : 0,Youssoufia Berrechid,Week # 22,Saturday 15 August 2020
168,20:00,Moghreb Tetouan,1 : 2,Hassania Union Sport Agadir,Week # 22,Saturday 15 August 2020
169,22:00,Renaissance de Berkane,1 : 0,Mouloudia Oujda,Week # 22,Saturday 15 August 2020
170,20:00,Difaa Hassani El Jadidi,2 : 1,Renaissance Zemamra,Week # 23,Tuesday 18 August 2020
171,22:00,Mouloudia Oujda,3 : 0,Olympique Club De Khouribga,Week # 23,Tuesday 18 August 2020
172,20:00,Hassania Union Sport Agadir,2 : 2,Olympique Club de Safi,Week # 23,Wednesday 19 August 2020
173,20:00,Youssoufia Berrechid,0 : 0,Renaissance de Berkane,Week # 23,Wednesday 19 August 2020
174,20:00,Fath Union Sport de Rabat,0 : 1,Raja Club Athletic,Week # 23,Wednesday 19 August 2020
175,22:00,Rapide Oued Zem,2 : 1,Moghreb Tetouan,Week # 23,Wednesday 19 August 2020
176,20:00,Moghreb Tetouan,1 : 0,Fath Union Sport de Rabat,Week # 24,Saturday 22 August 2020
177,22:00,Hassania Union Sport Agadir,2 : 0,Youssoufia Berrechid,Week # 24,Saturday 22 August 2020
178,22:00,Olympique Club de Safi,1 : 0,Rapide Oued Zem,Week # 24,Saturday 22 August 2020
179,22:00,FAR Rabat,1 : 1,Mouloudia Oujda,Week # 24,Sunday 23 August 2020
180,22:00,Youssoufia Berrechid,1 : 0,Olympique Club De Khouribga,Week # 25,Tuesday 25 August 2020
181,18:00,Difaa Hassani El Jadidi,2 : 0,Moghreb Tetouan,Week # 25,Thursday 27 August 2020
182,20:00,Mouloudia Oujda,1 : 1,Raja de Beni Mellal,Week # 25,Thursday 27 August 2020
183,18:00,FAR Rabat,1 : 1,Olympique Club De Khouribga,Week # 26,Saturday 29 August 2020
184,18:00,Rapide Oued Zem,0 : 0,Youssoufia Berrechid,Week # 26,Saturday 29 August 2020
185,20:00,Olympique Club de Safi,1 : 0,Difaa Hassani El Jadidi,Week # 26,Monday 31 August 2020
186,20:00,Raja Club Athletic,0 : 1,Ittihad Tanger,Week # 26,Wednesday 2 September 2020
187,20:00,Raja de Beni Mellal,0 : 0,Difaa Hassani El Jadidi,Week # 22,Tuesday 8 September 2020
188,22:00,Olympique Club De Khouribga,0 : 1,Ittihad Tanger,Week # 22,Tuesday 8 September 2020
189,17:00,FAR Rabat,1 : 1,Wydad Athletic Club,Week # 22,Wednesday 9 September 2020
190,20:00,Fath Union Sport de Rabat,1 : 1,Raja de Beni Mellal,Week # 21,Sunday 13 September 2020
191,22:00,Ittihad Tanger,1 : 1,Renaissance de Berkane,Week # 21,Sunday 13 September 2020
192,19:15,Ittihad Tanger,1 : 1,FAR Rabat,Week # 23,Wednesday 16 September 2020
193,21:30,Wydad Athletic Club,3 : 0,Raja de Beni Mellal,Week # 23,Wednesday 16 September 2020
194,19:15,Olympique Club De Khouribga,0 : 1,Renaissance de Berkane,Week # 24,Saturday 19 September 2020
195,17:00,Raja de Beni Mellal,0 : 1,Ittihad Tanger,Week # 24,Sunday 20 September 2020
196,19:15,Renaissance Zemamra,1 : 2,Wydad Athletic Club,Week # 24,Sunday 20 September 2020
197,21:30,Raja Club Athletic,3 : 1,Difaa Hassani El Jadidi,Week # 24,Sunday 20 September 2020
198,19:15,Rapide Oued Zem,2 : 1,Hassania Union Sport Agadir,Week # 25,Monday 21 September 2020
199,21:30,Fath Union Sport de Rabat,5 : 2,Olympique Club de Safi,Week # 25,Monday 21 September 2020
200,19:15,Ittihad Tanger,0 : 0,Renaissance Zemamra,Week # 25,Wednesday 23 September 2020
201,21:30,Renaissance de Berkane,2 : 1,FAR Rabat,Week # 25,Wednesday 23 September 2020
202,19:15,Wydad Athletic Club,0 : 0,Raja Club Athletic,Week # 25,Thursday 24 September 2020
203,19:15,Hassania Union Sport Agadir,2 : 1,Fath Union Sport de Rabat,Week # 26,Saturday 26 September 2020
204,17:00,Renaissance Zemamra,1 : 0,Mouloudia Oujda,Week # 26,Sunday 27 September 2020
205,19:15,Raja Club Athletic,1 : 0,Rapide Oued Zem,Week # 22,Sunday 27 September 2020
206,19:15,Raja de Beni Mellal,0 : 1,Renaissance de Berkane,Week # 25,Sunday 27 September 2020
207,21:30,Moghreb Tetouan,1 : 1,Wydad Athletic Club,Week # 26,Sunday 27 September 2020
208,19:00,Difaa Hassani El Jadidi,1 : 2,Hassania Union Sport Agadir,Week # 27,Tuesday 29 September 2020
209,19:00,Youssoufia Berrechid,2 : 4,FAR Rabat,Week # 27,Tuesday 29 September 2020
210,19:00,Wydad Athletic Club,4 : 1,Olympique Club de Safi,Week # 27,Wednesday 30 September 2020
211,19:00,Olympique Club De Khouribga,1 : 0,Raja de Beni Mellal,Week # 27,Wednesday 30 September 2020
212,19:00,Ittihad Tanger,1 : 0,Moghreb Tetouan,Week # 27,Wednesday 30 September 2020
213,19:00,Mouloudia Oujda,2 : 2,Raja Club Athletic,Week # 27,Wednesday 30 September 2020
214,19:00,Renaissance de Berkane,1 : 2,Renaissance Zemamra,Week # 27,Wednesday 30 September 2020
215,19:00,Fath Union Sport de Rabat,3 : 1,Rapide Oued Zem,Week # 27,Wednesday 30 September 2020
216,19:00,Olympique Club de Safi,0 : 0,Ittihad Tanger,Week # 28,Saturday 3 October 2020
217,19:00,Fath Union Sport de Rabat,1 : 0,Youssoufia Berrechid,Week # 28,Saturday 3 October 2020
218,19:00,Rapide Oued Zem,1 : 0,Difaa Hassani El Jadidi,Week # 28,Saturday 3 October 2020
219,19:00,Renaissance Zemamra,0 : 0,Olympique Club De Khouribga,Week # 28,Saturday 3 October 2020
220,17:00,Raja de Beni Mellal,0 : 3,FAR Rabat,Week # 28,Sunday 4 October 2020
221,17:00,Moghreb Tetouan,4 : 0,Mouloudia Oujda,Week # 28,Sunday 4 October 2020
222,19:00,Raja Club Athletic,2 : 2,Renaissance de Berkane,Week # 28,Sunday 4 October 2020
223,19:00,Hassania Union Sport Agadir,1 : 1,Wydad Athletic Club,Week # 28,Sunday 4 October 2020
224,19:00,Difaa Hassani El Jadidi,1 : 2,Fath Union Sport de Rabat,Week # 29,Tuesday 6 October 2020
225,17:00,Mouloudia Oujda,1 : 0,Olympique Club de Safi,Week # 29,Wednesday 7 October 2020
226,17:00,FAR Rabat,5 : 2,Renaissance Zemamra,Week # 29,Wednesday 7 October 2020
227,19:00,Wydad Athletic Club,2 : 1,Rapide Oued Zem,Week # 29,Wednesday 7 October 2020
228,19:00,Olympique Club De Khouribga,1 : 2,Raja Club Athletic,Week # 29,Wednesday 7 October 2020
229,19:00,Ittihad Tanger,0 : 0,Hassania Union Sport Agadir,Week # 29,Wednesday 7 October 2020
230,19:00,Raja de Beni Mellal,0 : 2,Youssoufia Berrechid,Week # 29,Wednesday 7 October 2020
231,19:00,Renaissance de Berkane,4 : 1,Moghreb Tetouan,Week # 29,Wednesday 7 October 2020
232,15:00,Youssoufia Berrechid,1 : 0,Difaa Hassani El Jadidi,Week # 30,Saturday 10 October 2020
233,17:00,Rapide Oued Zem,5 : 3,Ittihad Tanger,Week # 30,Saturday 10 October 2020
234,19:00,Moghreb Tetouan,2 : 1,Olympique Club De Khouribga,Week # 30,Saturday 10 October 2020
235,19:00,Renaissance Zemamra,1 : 1,Raja de Beni Mellal,Week # 30,Saturday 10 October 2020
236,19:00,Raja Club Athletic,2 : 1,FAR Rabat,Week # 30,Sunday 11 October 2020
237,19:00,Hassania Union Sport Agadir,0 : 1,Mouloudia Oujda,Week # 30,Sunday 11 October 2020
238,19:00,Olympique Club de Safi,0 : 1,Renaissance de Berkane,Week # 30,Sunday 11 October 2020
239,19:00,Fath Union Sport de Rabat,1 : 2,Wydad Athletic Club,Week # 30,Sunday 11 October 2020
