,Time,Receiving team,Score,Guest team,Week,Date
67,14:59,Chabab Atlas Khenifra,1 : 5,Hassania Union Sport Agadir,Week # 10,Saturday 2 December 2017
68,15:01,Chabab Rif Al Hoceima,1 : 1,Renaissance de Berkane,Week # 10,Saturday 2 December 2017
69,18:00,Olympique Club de Safi,1 : 1,FAR Rabat,Week # 10,Saturday 2 December 2017
70,15:00,Fath Union Sport de Rabat,0 : 0,Ittihad Tanger,Week # 10,Sunday 3 December 2017
71,19:04,Difaa Hassani El Jadidi,4 : 1,Olympique Club De Khouribga,Week # 10,Sunday 3 December 2017
72,15:02,Moghreb Tetouan,1 : 1,Racing Casablanca,Week # 10,Monday 4 December 2017
73,14:59,Rapide Oued Zem,1 : 2,Kawkab Athletic Club Marrakech,Week # 10,Monday 4 December 2017
74,16:59,Difaa Hassani El Jadidi,1 : 2,Renaissance de Berkane,Week # 8,Wednesday 6 December 2017
75,18:59,Fath Union Sport de Rabat,0 : 2,Chabab Rif Al Hoceima,Week # 4,Wednesday 6 December 2017
76,18:00,Olympique Club De Khouribga,1 : 0,Moghreb Tetouan,Week # 11,Friday 8 December 2017
77,15:01,Ittihad Tanger,1 : 0,Rapide Oued Zem,Week # 11,Saturday 9 December 2017
78,17:02,Olympique Club de Safi,1 : 1,Chabab Atlas Khenifra,Week # 11,Saturday 9 December 2017
79,15:12,Racing Casablanca,0 : 1,Chabab Rif Al Hoceima,Week # 11,Sunday 10 December 2017
80,19:03,Hassania Union Sport Agadir,2 : 1,Fath Union Sport de Rabat,Week # 11,Sunday 10 December 2017
81,17:02,FAR Rabat,1 : 3,Renaissance de Berkane,Week # 11,Monday 11 December 2017
82,16:06,Raja Club Athletic,3 : 2,Difaa Hassani El Jadidi,Week # 11,Tuesday 12 December 2017
83,14:30,Renaissance de Berkane,4 : 0,Racing Casablanca,Week # 12,Saturday 16 December 2017
84,14:57,Rapide Oued Zem,0 : 0,Hassania Union Sport Agadir,Week # 12,Saturday 16 December 2017
85,17:59,Fath Union Sport de Rabat,0 : 0,Olympique Club de Safi,Week # 12,Saturday 16 December 2017
86,14:30,Chabab Rif Al Hoceima,1 : 1,Olympique Club De Khouribga,Week # 12,Sunday 17 December 2017
87,14:59,Chabab Atlas Khenifra,0 : 0,FAR Rabat,Week # 12,Sunday 17 December 2017
88,17:01,Difaa Hassani El Jadidi,1 : 0,Kawkab Athletic Club Marrakech,Week # 12,Sunday 17 December 2017
89,15:03,Wydad Athletic Club,0 : 1,Ittihad Tanger,Week # 12,Monday 18 December 2017
90,15:07,Moghreb Tetouan,1 : 3,Raja Club Athletic,Week # 12,Tuesday 19 December 2017
91,14:29,Renaissance de Berkane,0 : 1,Fath Union Sport de Rabat,Week # 5,Wednesday 20 December 2017
92,15:00,Wydad Athletic Club,1 : 0,Chabab Rif Al Hoceima,Week # 6,Thursday 21 December 2017
93,18:00,Olympique Club de Safi,0 : 0,Rapide Oued Zem,Week # 13,Friday 22 December 2017
94,14:59,Ittihad Tanger,1 : 0,Difaa Hassani El Jadidi,Week # 13,Saturday 23 December 2017
95,14:59,Chabab Atlas Khenifra,1 : 1,Fath Union Sport de Rabat,Week # 13,Saturday 23 December 2017
96,18:00,FAR Rabat,2 : 0,Racing Casablanca,Week # 13,Saturday 23 December 2017
97,14:29,Olympique Club De Khouribga,1 : 0,Renaissance de Berkane,Week # 13,Sunday 24 December 2017
98,15:02,Raja Club Athletic,1 : 1,Chabab Rif Al Hoceima,Week # 13,Sunday 24 December 2017
99,18:59,Kawkab Athletic Club Marrakech,0 : 0,Moghreb Tetouan,Week # 13,Sunday 24 December 2017
100,18:04,Hassania Union Sport Agadir,1 : 0,Wydad Athletic Club,Week # 13,Monday 25 December 2017
101,14:03,Moghreb Tetouan,0 : 1,Ittihad Tanger,Week # 14,Wednesday 27 December 2017
102,14:36,Renaissance de Berkane,1 : 0,Raja Club Athletic,Week # 14,Wednesday 27 December 2017
103,14:29,Chabab Rif Al Hoceima,1 : 0,Kawkab Athletic Club Marrakech,Week # 14,Wednesday 27 December 2017
104,15:10,Racing Casablanca,2 : 1,Olympique Club De Khouribga,Week # 14,Wednesday 27 December 2017
105,14:57,Rapide Oued Zem,1 : 0,Chabab Atlas Khenifra,Week # 14,Wednesday 27 December 2017
106,18:59,FAR Rabat,0 : 0,Fath Union Sport de Rabat,Week # 14,Wednesday 27 December 2017
107,14:59,Wydad Athletic Club,0 : 1,Olympique Club de Safi,Week # 14,Thursday 28 December 2017
108,17:00,Difaa Hassani El Jadidi,1 : 0,Hassania Union Sport Agadir,Week # 14,Thursday 28 December 2017
109,15:04,Raja Club Athletic,2 : 0,Racing Casablanca,Week # 15,Saturday 30 December 2017
110,15:01,Kawkab Athletic Club Marrakech,0 : 2,Renaissance de Berkane,Week # 15,Saturday 30 December 2017
111,17:00,Olympique Club De Khouribga,1 : 2,FAR Rabat,Week # 15,Saturday 30 December 2017
112,19:00,Ittihad Tanger,3 : 0,Chabab Rif Al Hoceima,Week # 15,Saturday 30 December 2017
113,19:00,Fath Union Sport de Rabat,1 : 0,Rapide Oued Zem,Week # 15,Saturday 30 December 2017
114,13:03,Hassania Union Sport Agadir,2 : 1,Moghreb Tetouan,Week # 15,Sunday 31 December 2017
115,15:00,Olympique Club de Safi,2 : 2,Difaa Hassani El Jadidi,Week # 15,Sunday 31 December 2017
116,14:59,Chabab Atlas Khenifra,0 : 0,Wydad Athletic Club,Week # 15,Sunday 31 December 2017
117,14:32,Renaissance de Berkane,2 : 1,Wydad Athletic Club,Week # 7,Thursday 4 January 2018
118,19:01,Kawkab Athletic Club Marrakech,2 : 1,Wydad Athletic Club,Week # 11,Monday 8 January 2018
119,15:04,Wydad Athletic Club,1 : 2,Raja Club Athletic,Week # 10,Saturday 10 February 2018
120,17:01,Hassania Union Sport Agadir,0 : 0,Chabab Rif Al Hoceima,Week # 16,Saturday 10 February 2018
121,14:30,Rapide Oued Zem,0 : 1,FAR Rabat,Week # 16,Sunday 11 February 2018
122,15:02,Olympique Club de Safi,0 : 0,Moghreb Tetouan,Week # 16,Sunday 11 February 2018
123,16:31,Kawkab Athletic Club Marrakech,0 : 0,Racing Casablanca,Week # 16,Sunday 11 February 2018
124,15:03,Raja Club Athletic,4 : 3,Olympique Club De Khouribga,Week # 16,Wednesday 14 February 2018
125,15:02,Chabab Atlas Khenifra,3 : 3,Difaa Hassani El Jadidi,Week # 16,Wednesday 14 February 2018
126,17:00,Ittihad Tanger,2 : 1,Renaissance de Berkane,Week # 16,Wednesday 14 February 2018
127,17:05,Fath Union Sport de Rabat,2 : 4,Wydad Athletic Club,Week # 16,Wednesday 14 February 2018
128,15:00,Chabab Rif Al Hoceima,2 : 1,Olympique Club de Safi,Week # 17,Saturday 17 February 2018
129,15:02,FAR Rabat,2 : 1,Raja Club Athletic,Week # 17,Sunday 18 February 2018
130,15:02,Moghreb Tetouan,4 : 3,Chabab Atlas Khenifra,Week # 17,Sunday 18 February 2018
131,17:03,Olympique Club De Khouribga,3 : 0,Kawkab Athletic Club Marrakech,Week # 17,Sunday 18 February 2018
132,18:59,Wydad Athletic Club,3 : 1,Rapide Oued Zem,Week # 17,Sunday 18 February 2018
133,15:02,Racing Casablanca,1 : 2,Ittihad Tanger,Week # 17,Monday 19 February 2018
134,13:59,Olympique Club de Safi,1 : 0,Renaissance de Berkane,Week # 18,Saturday 24 February 2018
135,14:29,Chabab Atlas Khenifra,1 : 0,Chabab Rif Al Hoceima,Week # 18,Saturday 24 February 2018
136,19:01,Fath Union Sport de Rabat,2 : 0,Moghreb Tetouan,Week # 18,Saturday 24 February 2018
137,15:03,Kawkab Athletic Club Marrakech,0 : 3,Raja Club Athletic,Week # 18,Sunday 25 February 2018
138,14:59,Rapide Oued Zem,0 : 0,Difaa Hassani El Jadidi,Week # 18,Sunday 25 February 2018
139,17:01,Ittihad Tanger,2 : 0,Olympique Club De Khouribga,Week # 18,Sunday 25 February 2018
140,19:01,Hassania Union Sport Agadir,2 : 1,Racing Casablanca,Week # 18,Sunday 25 February 2018
141,17:00,Wydad Athletic Club,3 : 1,FAR Rabat,Week # 18,Wednesday 28 February 2018
142,17:00,Renaissance de Berkane,1 : 1,Hassania Union Sport Agadir,Week # 17,Wednesday 28 February 2018
143,19:03,Difaa Hassani El Jadidi,3 : 0,Fath Union Sport de Rabat,Week # 17,Wednesday 28 February 2018
144,19:04,Raja Club Athletic,1 : 1,Ittihad Tanger,Week # 19,Friday 2 March 2018
145,15:01,Moghreb Tetouan,1 : 0,Rapide Oued Zem,Week # 19,Saturday 3 March 2018
146,17:02,Renaissance de Berkane,2 : 1,Chabab Atlas Khenifra,Week # 19,Saturday 3 March 2018
147,14:29,Chabab Rif Al Hoceima,0 : 0,Fath Union Sport de Rabat,Week # 19,Sunday 4 March 2018
148,15:01,Difaa Hassani El Jadidi,0 : 1,Wydad Athletic Club,Week # 19,Sunday 4 March 2018
149,15:04,Racing Casablanca,1 : 2,Olympique Club de Safi,Week # 19,Sunday 4 March 2018
150,17:01,Olympique Club De Khouribga,2 : 1,Hassania Union Sport Agadir,Week # 19,Sunday 4 March 2018
151,18:58,FAR Rabat,2 : 3,Kawkab Athletic Club Marrakech,Week # 19,Sunday 4 March 2018
152,14:58,Rapide Oued Zem,1 : 0,Chabab Rif Al Hoceima,Week # 20,Friday 9 March 2018
153,15:02,Hassania Union Sport Agadir,1 : 0,Raja Club Athletic,Week # 20,Saturday 10 March 2018
154,15:01,Chabab Atlas Khenifra,2 : 0,Racing Casablanca,Week # 20,Saturday 10 March 2018
155,17:02,Ittihad Tanger,1 : 0,Kawkab Athletic Club Marrakech,Week # 20,Saturday 10 March 2018
156,15:01,Olympique Club de Safi,2 : 0,Olympique Club De Khouribga,Week # 20,Sunday 11 March 2018
157,15:01,Difaa Hassani El Jadidi,1 : 0,FAR Rabat,Week # 20,Sunday 11 March 2018
158,17:01,Fath Union Sport de Rabat,0 : 0,Renaissance de Berkane,Week # 20,Sunday 11 March 2018
159,18:59,Wydad Athletic Club,0 : 0,Moghreb Tetouan,Week # 20,Sunday 11 March 2018
160,17:59,Kawkab Athletic Club Marrakech,0 : 0,Hassania Union Sport Agadir,Week # 21,Saturday 17 March 2018
161,15:01,FAR Rabat,2 : 1,Ittihad Tanger,Week # 21,Sunday 18 March 2018
162,15:02,Racing Casablanca,2 : 2,Fath Union Sport de Rabat,Week # 21,Sunday 18 March 2018
163,17:01,Olympique Club De Khouribga,1 : 0,Chabab Atlas Khenifra,Week # 21,Sunday 18 March 2018
164,15:00,Moghreb Tetouan,1 : 0,FAR Rabat,Week # 22,Saturday 24 March 2018
165,17:01,Difaa Hassani El Jadidi,3 : 1,Chabab Rif Al Hoceima,Week # 22,Saturday 24 March 2018
166,19:31,Fath Union Sport de Rabat,0 : 0,Olympique Club De Khouribga,Week # 22,Saturday 24 March 2018
167,16:00,Hassania Union Sport Agadir,1 : 1,Ittihad Tanger,Week # 22,Sunday 25 March 2018
168,15:58,Rapide Oued Zem,2 : 1,Racing Casablanca,Week # 22,Sunday 25 March 2018
169,18:00,Olympique Club de Safi,2 : 1,Kawkab Athletic Club Marrakech,Week # 22,Sunday 25 March 2018
170,16:01,Moghreb Tetouan,1 : 0,Difaa Hassani El Jadidi,Week # 21,Wednesday 28 March 2018
171,16:02,Chabab Rif Al Hoceima,0 : 0,Wydad Athletic Club,Week # 21,Thursday 29 March 2018
172,18:02,Renaissance de Berkane,0 : 0,Rapide Oued Zem,Week # 21,Thursday 29 March 2018
173,20:00,Raja Club Athletic,0 : 0,Olympique Club de Safi,Week # 21,Thursday 29 March 2018
174,16:02,Kawkab Athletic Club Marrakech,1 : 1,Chabab Atlas Khenifra,Week # 23,Saturday 31 March 2018
175,18:03,FAR Rabat,0 : 0,Hassania Union Sport Agadir,Week # 23,Saturday 31 March 2018
176,16:02,Olympique Club De Khouribga,1 : 0,Rapide Oued Zem,Week # 23,Sunday 1 April 2018
177,18:00,Raja Club Athletic,1 : 2,Fath Union Sport de Rabat,Week # 23,Sunday 1 April 2018
178,20:01,Ittihad Tanger,1 : 0,Olympique Club de Safi,Week # 23,Sunday 1 April 2018
179,17:03,Chabab Rif Al Hoceima,0 : 2,Moghreb Tetouan,Week # 23,Monday 2 April 2018
180,19:02,Racing Casablanca,0 : 1,Wydad Athletic Club,Week # 23,Monday 2 April 2018
181,19:03,Renaissance de Berkane,0 : 0,Difaa Hassani El Jadidi,Week # 23,Monday 2 April 2018
182,15:59,Chabab Atlas Khenifra,0 : 1,Ittihad Tanger,Week # 24,Saturday 7 April 2018
183,18:00,Olympique Club de Safi,1 : 1,Hassania Union Sport Agadir,Week # 24,Saturday 7 April 2018
184,16:00,Fath Union Sport de Rabat,2 : 1,Kawkab Athletic Club Marrakech,Week # 24,Sunday 8 April 2018
185,15:58,Chabab Rif Al Hoceima,1 : 1,FAR Rabat,Week # 24,Sunday 8 April 2018
186,18:00,Difaa Hassani El Jadidi,1 : 1,Racing Casablanca,Week # 24,Sunday 8 April 2018
187,20:01,Wydad Athletic Club,5 : 2,Olympique Club De Khouribga,Week # 24,Sunday 8 April 2018
188,16:02,Raja Club Athletic,1 : 1,Wydad Athletic Club,Week # 25,Saturday 14 April 2018
189,18:31,Renaissance de Berkane,2 : 1,Chabab Rif Al Hoceima,Week # 25,Saturday 14 April 2018
190,20:30,FAR Rabat,3 : 4,Olympique Club de Safi,Week # 25,Saturday 14 April 2018
191,16:03,Racing Casablanca,0 : 2,Moghreb Tetouan,Week # 25,Sunday 15 April 2018
192,18:07,Olympique Club De Khouribga,3 : 3,Difaa Hassani El Jadidi,Week # 25,Sunday 15 April 2018
193,20:08,Ittihad Tanger,1 : 2,Fath Union Sport de Rabat,Week # 25,Sunday 15 April 2018
194,16:01,Hassania Union Sport Agadir,0 : 0,Chabab Atlas Khenifra,Week # 25,Monday 16 April 2018
195,17:02,Kawkab Athletic Club Marrakech,3 : 2,Rapide Oued Zem,Week # 25,Wednesday 18 April 2018
196,17:01,Chabab Rif Al Hoceima,1 : 2,Racing Casablanca,Week # 26,Friday 20 April 2018
197,16:00,Chabab Atlas Khenifra,2 : 0,Olympique Club de Safi,Week # 26,Saturday 21 April 2018
198,20:02,Wydad Athletic Club,4 : 1,Kawkab Athletic Club Marrakech,Week # 26,Saturday 21 April 2018
199,16:00,Difaa Hassani El Jadidi,2 : 1,Raja Club Athletic,Week # 26,Sunday 22 April 2018
200,16:00,Renaissance de Berkane,2 : 3,FAR Rabat,Week # 26,Sunday 22 April 2018
201,16:00,Fath Union Sport de Rabat,2 : 1,Hassania Union Sport Agadir,Week # 26,Sunday 22 April 2018
202,17:59,Moghreb Tetouan,2 : 1,Olympique Club De Khouribga,Week # 26,Sunday 22 April 2018
203,16:00,Rapide Oued Zem,2 : 0,Ittihad Tanger,Week # 26,Monday 23 April 2018
204,16:01,Chabab Atlas Khenifra,2 : 3,Raja Club Athletic,Week # 22,Wednesday 25 April 2018
205,19:29,Wydad Athletic Club,2 : 1,Renaissance de Berkane,Week # 22,Wednesday 25 April 2018
206,20:00,Olympique Club de Safi,1 : 0,Fath Union Sport de Rabat,Week # 27,Friday 27 April 2018
207,16:04,Olympique Club De Khouribga,1 : 1,Chabab Rif Al Hoceima,Week # 27,Saturday 28 April 2018
208,18:03,Raja Club Athletic,0 : 0,Moghreb Tetouan,Week # 27,Saturday 28 April 2018
209,21:02,Kawkab Athletic Club Marrakech,2 : 5,Difaa Hassani El Jadidi,Week # 27,Saturday 28 April 2018
210,16:01,Ittihad Tanger,0 : 0,Wydad Athletic Club,Week # 27,Sunday 29 April 2018
211,16:02,FAR Rabat,1 : 2,Chabab Atlas Khenifra,Week # 27,Sunday 29 April 2018
212,16:01,Racing Casablanca,1 : 3,Renaissance de Berkane,Week # 27,Sunday 29 April 2018
213,18:00,Hassania Union Sport Agadir,1 : 0,Rapide Oued Zem,Week # 27,Sunday 29 April 2018
214,16:03,Rapide Oued Zem,3 : 1,Raja Club Athletic,Week # 24,Wednesday 2 May 2018
215,18:03,Moghreb Tetouan,1 : 0,Renaissance de Berkane,Week # 24,Wednesday 2 May 2018
216,15:59,Racing Casablanca,1 : 2,FAR Rabat,Week # 28,Saturday 5 May 2018
217,16:00,Moghreb Tetouan,1 : 0,Kawkab Athletic Club Marrakech,Week # 28,Saturday 5 May 2018
218,15:58,Fath Union Sport de Rabat,4 : 1,Chabab Atlas Khenifra,Week # 28,Saturday 5 May 2018
219,15:59,Rapide Oued Zem,1 : 0,Olympique Club de Safi,Week # 28,Saturday 5 May 2018
220,16:33,Renaissance de Berkane,1 : 1,Olympique Club De Khouribga,Week # 28,Wednesday 9 May 2018
221,16:27,Chabab Rif Al Hoceima,0 : 0,Raja Club Athletic,Week # 28,Wednesday 9 May 2018
222,20:02,Wydad Athletic Club,1 : 0,Hassania Union Sport Agadir,Week # 28,Wednesday 9 May 2018
223,20:03,Difaa Hassani El Jadidi,1 : 1,Ittihad Tanger,Week # 28,Wednesday 9 May 2018
224,20:00,Fath Union Sport de Rabat,1 : 1,FAR Rabat,Week # 29,Friday 11 May 2018
225,18:59,Olympique Club de Safi,1 : 1,Wydad Athletic Club,Week # 29,Saturday 12 May 2018
226,19:01,Raja Club Athletic,2 : 1,Renaissance de Berkane,Week # 29,Saturday 12 May 2018
227,19:00,Hassania Union Sport Agadir,3 : 1,Difaa Hassani El Jadidi,Week # 29,Saturday 12 May 2018
228,19:02,Ittihad Tanger,2 : 1,Moghreb Tetouan,Week # 29,Saturday 12 May 2018
229,16:00,Olympique Club De Khouribga,5 : 0,Racing Casablanca,Week # 29,Sunday 13 May 2018
230,15:59,Kawkab Athletic Club Marrakech,1 : 0,Chabab Rif Al Hoceima,Week # 29,Sunday 13 May 2018
231,15:59,Chabab Atlas Khenifra,2 : 3,Rapide Oued Zem,Week # 29,Sunday 13 May 2018
232,22:02,FAR Rabat,1 : 0,Olympique Club De Khouribga,Week # 30,Friday 18 May 2018
233,22:00,Wydad Athletic Club,3 : 1,Chabab Atlas Khenifra,Week # 30,Sunday 20 May 2018
234,22:06,Difaa Hassani El Jadidi,1 : 0,Olympique Club de Safi,Week # 30,Sunday 20 May 2018
235,22:00,Racing Casablanca,1 : 2,Raja Club Athletic,Week # 30,Sunday 20 May 2018
236,22:01,Moghreb Tetouan,0 : 1,Hassania Union Sport Agadir,Week # 30,Sunday 20 May 2018
237,22:05,Rapide Oued Zem,0 : 1,Fath Union Sport de Rabat,Week # 30,Sunday 20 May 2018
238,21:57,Chabab Rif Al Hoceima,2 : 0,Ittihad Tanger,Week # 30,Sunday 20 May 2018
239,21:59,Renaissance de Berkane,3 : 2,Kawkab Athletic Club Marrakech,Week # 30,Monday 21 May 2018
