,Time,Receiving team,Score,Guest team,Week,Date
49,18:16,FAR Rabat,2 : 1,Hassania Union Sport Agadir,Week # 7,Thursday 27 October 2022
50,20:30,Renaissance de Berkane,1 : 0,Olympique Club De Khouribga,Week # 7,Thursday 27 October 2022
51,18:00,Ittihad Tanger,2 : 3,Maghreb de Fes,Week # 7,Friday 28 October 2022
52,16:02,Raja Club Athletic,1 : 0,Fath Union Sport de Rabat,Week # 7,Saturday 29 October 2022
53,18:15,Mouloudia Oujda,0 : 1,Wydad Athletic Club,Week # 7,Saturday 29 October 2022
54,20:31,Difaa Hassani El Jadidi,0 : 0,JSS Jeunesse Sportive Soualem,Week # 7,Saturday 29 October 2022
55,17:01,Chabab Mohammedia,4 : 3,Moghreb Tetouan,Week # 7,Sunday 30 October 2022
56,18:16,Hassania Union Sport Agadir,2 : 1,Chabab Mohammedia,Week # 8,Friday 4 November 2022
57,20:31,Olympique Club de Safi,0 : 0,Difaa Hassani El Jadidi,Week # 8,Friday 4 November 2022
58,16:00,JSS Jeunesse Sportive Soualem,1 : 4,Raja Club Athletic,Week # 8,Saturday 5 November 2022
59,18:00,Maghreb de Fes,2 : 1,Mouloudia Oujda,Week # 8,Saturday 5 November 2022
60,16:00,Olympique Club De Khouribga,1 : 1,Ittihad Tanger,Week # 8,Sunday 6 November 2022
61,18:05,Wydad Athletic Club,0 : 0,UTS Union Touarga Sport Rabat,Week # 8,Sunday 6 November 2022
62,16:01,Moghreb Tetouan,0 : 2,FAR Rabat,Week # 8,Monday 14 November 2022
63,20:01,Fath Union Sport de Rabat,0 : 0,Renaissance de Berkane,Week # 8,Tuesday 15 November 2022
64,18:16,Raja Club Athletic,0 : 0,Maghreb de Fes,Week # 9,Tuesday 27 December 2022
65,20:32,Renaissance de Berkane,2 : 1,Ittihad Tanger,Week # 9,Tuesday 27 December 2022
66,16:04,Moghreb Tetouan,2 : 1,Hassania Union Sport Agadir,Week # 9,Wednesday 28 December 2022
67,18:16,UTS Union Touarga Sport Rabat,2 : 1,JSS Jeunesse Sportive Soualem,Week # 9,Wednesday 28 December 2022
68,20:29,Mouloudia Oujda,0 : 0,Olympique Club De Khouribga,Week # 9,Wednesday 28 December 2022
69,16:00,Chabab Mohammedia,1 : 2,Olympique Club de Safi,Week # 9,Thursday 29 December 2022
70,16:03,FAR Rabat,3 : 0,Wydad Athletic Club,Week # 9,Thursday 29 December 2022
71,18:16,Difaa Hassani El Jadidi,0 : 3,Fath Union Sport de Rabat,Week # 9,Thursday 29 December 2022
72,16:00,Ittihad Tanger,0 : 2,Mouloudia Oujda,Week # 10,Tuesday 3 January 2023
73,18:15,Hassania Union Sport Agadir,2 : 2,Difaa Hassani El Jadidi,Week # 10,Tuesday 3 January 2023
74,20:32,Olympique Club De Khouribga,0 : 0,Raja Club Athletic,Week # 10,Tuesday 3 January 2023
75,16:00,Olympique Club de Safi,1 : 1,Moghreb Tetouan,Week # 10,Wednesday 4 January 2023
76,18:17,Maghreb de Fes,0 : 0,Renaissance de Berkane,Week # 10,Wednesday 4 January 2023
77,20:32,Fath Union Sport de Rabat,3 : 0,UTS Union Touarga Sport Rabat,Week # 10,Wednesday 4 January 2023
78,16:00,JSS Jeunesse Sportive Soualem,1 : 1,FAR Rabat,Week # 10,Thursday 5 January 2023
79,20:35,Wydad Athletic Club,1 : 2,Chabab Mohammedia,Week # 10,Thursday 5 January 2023
80,18:16,Difaa Hassani El Jadidi,2 : 1,Olympique Club De Khouribga,Week # 11,Friday 6 January 2023
81,20:32,Raja Club Athletic,3 : 0,Ittihad Tanger,Week # 11,Friday 6 January 2023
82,15:59,UTS Union Touarga Sport Rabat,1 : 2,Maghreb de Fes,Week # 11,Saturday 7 January 2023
83,18:16,Hassania Union Sport Agadir,0 : 1,Olympique Club de Safi,Week # 11,Saturday 7 January 2023
84,20:31,Renaissance de Berkane,2 : 0,Mouloudia Oujda,Week # 11,Saturday 7 January 2023
85,16:00,Chabab Mohammedia,0 : 3,JSS Jeunesse Sportive Soualem,Week # 11,Sunday 8 January 2023
86,16:00,FAR Rabat,0 : 1,Fath Union Sport de Rabat,Week # 11,Sunday 8 January 2023
87,16:03,Moghreb Tetouan,0 : 3,Wydad Athletic Club,Week # 11,Sunday 8 January 2023
88,18:17,Wydad Athletic Club,1 : 0,Hassania Union Sport Agadir,Week # 12,Friday 13 January 2023
89,20:30,Mouloudia Oujda,1 : 2,Difaa Hassani El Jadidi,Week # 12,Friday 13 January 2023
90,16:00,Renaissance de Berkane,0 : 2,Raja Club Athletic,Week # 12,Saturday 14 January 2023
91,18:17,Olympique Club De Khouribga,0 : 2,FAR Rabat,Week # 12,Saturday 14 January 2023
92,20:31,Ittihad Tanger,0 : 1,UTS Union Touarga Sport Rabat,Week # 12,Saturday 14 January 2023
93,16:00,JSS Jeunesse Sportive Soualem,2 : 1,Moghreb Tetouan,Week # 12,Sunday 15 January 2023
94,18:15,Fath Union Sport de Rabat,2 : 1,Olympique Club de Safi,Week # 12,Sunday 15 January 2023
95,20:32,Maghreb de Fes,1 : 0,Chabab Mohammedia,Week # 12,Sunday 15 January 2023
96,18:17,Raja Club Athletic,2 : 1,Mouloudia Oujda,Week # 13,Tuesday 17 January 2023
97,20:33,UTS Union Touarga Sport Rabat,0 : 1,Renaissance de Berkane,Week # 13,Tuesday 17 January 2023
98,16:03,FAR Rabat,2 : 1,Maghreb de Fes,Week # 13,Wednesday 18 January 2023
99,18:16,Hassania Union Sport Agadir,1 : 1,JSS Jeunesse Sportive Soualem,Week # 13,Wednesday 18 January 2023
100,20:30,Difaa Hassani El Jadidi,2 : 1,Ittihad Tanger,Week # 13,Wednesday 18 January 2023
101,16:02,Olympique Club de Safi,0 : 0,Wydad Athletic Club,Week # 13,Thursday 19 January 2023
102,18:18,Moghreb Tetouan,2 : 2,Olympique Club De Khouribga,Week # 13,Thursday 19 January 2023
103,20:31,Chabab Mohammedia,1 : 1,Fath Union Sport de Rabat,Week # 13,Thursday 19 January 2023
104,20:30,Mouloudia Oujda,2 : 2,UTS Union Touarga Sport Rabat,Week # 14,Friday 20 January 2023
105,16:03,Raja Club Athletic,1 : 0,FAR Rabat,Week # 14,Saturday 21 January 2023
106,18:15,Renaissance de Berkane,1 : 0,Difaa Hassani El Jadidi,Week # 14,Saturday 21 January 2023
107,20:32,Maghreb de Fes,1 : 1,Hassania Union Sport Agadir,Week # 14,Saturday 21 January 2023
108,16:01,Fath Union Sport de Rabat,1 : 2,Moghreb Tetouan,Week # 14,Sunday 22 January 2023
109,18:17,Ittihad Tanger,0 : 1,Chabab Mohammedia,Week # 14,Sunday 22 January 2023
110,20:31,Olympique Club De Khouribga,0 : 1,Olympique Club de Safi,Week # 14,Sunday 22 January 2023
111,20:31,JSS Jeunesse Sportive Soualem,0 : 1,Wydad Athletic Club,Week # 14,Sunday 22 January 2023
112,20:32,Difaa Hassani El Jadidi,0 : 0,Raja Club Athletic,Week # 15,Tuesday 24 January 2023
113,16:01,FAR Rabat,4 : 0,Ittihad Tanger,Week # 15,Wednesday 25 January 2023
114,15:59,Moghreb Tetouan,1 : 2,Mouloudia Oujda,Week # 15,Wednesday 25 January 2023
115,18:15,Olympique Club de Safi,1 : 1,JSS Jeunesse Sportive Soualem,Week # 15,Wednesday 25 January 2023
116,20:31,Wydad Athletic Club,1 : 0,Maghreb de Fes,Week # 15,Wednesday 25 January 2023
117,16:00,Hassania Union Sport Agadir,0 : 1,Fath Union Sport de Rabat,Week # 15,Thursday 26 January 2023
118,18:16,Chabab Mohammedia,0 : 1,Renaissance de Berkane,Week # 15,Thursday 26 January 2023
119,20:32,UTS Union Touarga Sport Rabat,0 : 0,Olympique Club De Khouribga,Week # 15,Thursday 26 January 2023
120,16:01,FAR Rabat,3 : 2,Mouloudia Oujda,Week # 16,Saturday 28 January 2023
121,16:04,Moghreb Tetouan,1 : 1,Maghreb de Fes,Week # 16,Saturday 28 January 2023
122,18:16,Olympique Club de Safi,3 : 1,Raja Club Athletic,Week # 16,Saturday 28 January 2023
123,20:34,JSS Jeunesse Sportive Soualem,2 : 0,Ittihad Tanger,Week # 16,Saturday 28 January 2023
124,16:03,UTS Union Touarga Sport Rabat,2 : 1,Difaa Hassani El Jadidi,Week # 16,Sunday 29 January 2023
125,18:19,Wydad Athletic Club,0 : 0,Fath Union Sport de Rabat,Week # 16,Sunday 29 January 2023
126,20:30,Hassania Union Sport Agadir,0 : 1,Renaissance de Berkane,Week # 16,Sunday 29 January 2023
127,20:32,Chabab Mohammedia,1 : 1,Olympique Club De Khouribga,Week # 16,Sunday 29 January 2023
128,18:17,Olympique Club De Khouribga,2 : 0,Hassania Union Sport Agadir,Week # 17,Saturday 18 February 2023
129,20:30,Fath Union Sport de Rabat,2 : 0,JSS Jeunesse Sportive Soualem,Week # 17,Saturday 18 February 2023
130,16:00,Maghreb de Fes,1 : 1,Olympique Club de Safi,Week # 17,Tuesday 21 February 2023
131,18:15,Ittihad Tanger,2 : 0,Moghreb Tetouan,Week # 17,Tuesday 21 February 2023
132,18:15,Difaa Hassani El Jadidi,0 : 1,Wydad Athletic Club,Week # 17,Tuesday 21 February 2023
133,20:30,Mouloudia Oujda,0 : 0,Chabab Mohammedia,Week # 17,Tuesday 21 February 2023
134,20:33,Raja Club Athletic,2 : 1,UTS Union Touarga Sport Rabat,Week # 17,Wednesday 22 February 2023
135,20:33,Renaissance de Berkane,1 : 4,FAR Rabat,Week # 17,Wednesday 22 February 2023
136,16:00,Fath Union Sport de Rabat,2 : 1,Mouloudia Oujda,Week # 18,Saturday 25 February 2023
137,18:15,Hassania Union Sport Agadir,1 : 0,Ittihad Tanger,Week # 18,Saturday 25 February 2023
138,20:29,Chabab Mohammedia,2 : 1,Difaa Hassani El Jadidi,Week # 18,Saturday 25 February 2023
139,18:17,JSS Jeunesse Sportive Soualem,1 : 1,Maghreb de Fes,Week # 18,Sunday 26 February 2023
140,20:34,Olympique Club de Safi,1 : 1,Renaissance de Berkane,Week # 18,Sunday 26 February 2023
141,18:17,Moghreb Tetouan,1 : 0,Raja Club Athletic,Week # 18,Tuesday 28 February 2023
142,20:33,Wydad Athletic Club,3 : 2,Olympique Club De Khouribga,Week # 18,Tuesday 28 February 2023
143,20:32,FAR Rabat,3 : 0,UTS Union Touarga Sport Rabat,Week # 18,Wednesday 1 March 2023
144,18:15,Maghreb de Fes,0 : 0,Fath Union Sport de Rabat,Week # 19,Friday 3 March 2023
145,16:01,Ittihad Tanger,2 : 1,Olympique Club de Safi,Week # 19,Saturday 4 March 2023
146,16:00,Difaa Hassani El Jadidi,0 : 1,FAR Rabat,Week # 19,Saturday 4 March 2023
147,18:21,Raja Club Athletic,1 : 0,Chabab Mohammedia,Week # 19,Saturday 4 March 2023
148,20:31,Mouloudia Oujda,2 : 0,Hassania Union Sport Agadir,Week # 19,Saturday 4 March 2023
149,18:17,Olympique Club De Khouribga,1 : 0,JSS Jeunesse Sportive Soualem,Week # 19,Sunday 5 March 2023
150,20:32,UTS Union Touarga Sport Rabat,1 : 1,Moghreb Tetouan,Week # 19,Sunday 5 March 2023
151,18:15,Renaissance de Berkane,3 : 3,Wydad Athletic Club,Week # 19,Tuesday 7 March 2023
152,18:16,JSS Jeunesse Sportive Soualem,0 : 2,Mouloudia Oujda,Week # 20,Friday 10 March 2023
153,16:02,Fath Union Sport de Rabat,1 : 1,Olympique Club De Khouribga,Week # 20,Saturday 11 March 2023
154,20:31,Moghreb Tetouan,0 : 0,Renaissance de Berkane,Week # 20,Saturday 11 March 2023
155,16:02,Olympique Club de Safi,0 : 0,FAR Rabat,Week # 20,Sunday 12 March 2023
156,18:17,Maghreb de Fes,3 : 1,Difaa Hassani El Jadidi,Week # 20,Sunday 12 March 2023
157,20:30,Hassania Union Sport Agadir,2 : 1,Raja Club Athletic,Week # 20,Sunday 12 March 2023
158,20:32,Chabab Mohammedia,1 : 1,UTS Union Touarga Sport Rabat,Week # 20,Sunday 12 March 2023
159,18:15,Wydad Athletic Club,3 : 0,Ittihad Tanger,Week # 20,Tuesday 14 March 2023
160,22:01,UTS Union Touarga Sport Rabat,1 : 0,Hassania Union Sport Agadir,Week # 21,Sunday 2 April 2023
161,22:02,Ittihad Tanger,1 : 0,Fath Union Sport de Rabat,Week # 21,Monday 3 April 2023
162,21:59,Mouloudia Oujda,0 : 1,Olympique Club de Safi,Week # 21,Monday 3 April 2023
163,22:01,Difaa Hassani El Jadidi,0 : 0,Moghreb Tetouan,Week # 21,Monday 3 April 2023
164,22:01,Olympique Club De Khouribga,2 : 2,Maghreb de Fes,Week # 21,Tuesday 4 April 2023
165,21:59,Renaissance de Berkane,0 : 1,JSS Jeunesse Sportive Soualem,Week # 21,Tuesday 4 April 2023
166,22:01,Raja Club Athletic,2 : 2,Wydad Athletic Club,Week # 21,Wednesday 5 April 2023
167,22:01,FAR Rabat,1 : 0,Chabab Mohammedia,Week # 21,Thursday 6 April 2023
168,22:00,Maghreb de Fes,0 : 1,Ittihad Tanger,Week # 22,Friday 7 April 2023
169,22:02,Olympique Club De Khouribga,1 : 1,Renaissance de Berkane,Week # 22,Friday 7 April 2023
170,21:59,Olympique Club de Safi,3 : 2,UTS Union Touarga Sport Rabat,Week # 22,Friday 7 April 2023
171,21:59,JSS Jeunesse Sportive Soualem,2 : 1,Difaa Hassani El Jadidi,Week # 22,Friday 7 April 2023
172,22:03,Wydad Athletic Club,1 : 0,Mouloudia Oujda,Week # 22,Saturday 8 April 2023
173,22:02,Fath Union Sport de Rabat,3 : 0,Raja Club Athletic,Week # 22,Saturday 8 April 2023
174,21:59,Hassania Union Sport Agadir,2 : 1,FAR Rabat,Week # 22,Sunday 9 April 2023
175,22:02,Moghreb Tetouan,1 : 0,Chabab Mohammedia,Week # 22,Sunday 9 April 2023
176,21:59,Mouloudia Oujda,2 : 1,Maghreb de Fes,Week # 23,Friday 14 April 2023
177,21:59,Difaa Hassani El Jadidi,0 : 1,Olympique Club de Safi,Week # 23,Friday 14 April 2023
178,22:02,Raja Club Athletic,0 : 0,JSS Jeunesse Sportive Soualem,Week # 23,Saturday 15 April 2023
179,22:01,UTS Union Touarga Sport Rabat,1 : 2,Wydad Athletic Club,Week # 23,Saturday 15 April 2023
180,22:02,Renaissance de Berkane,1 : 0,Fath Union Sport de Rabat,Week # 23,Saturday 15 April 2023
181,22:01,Chabab Mohammedia,1 : 2,Hassania Union Sport Agadir,Week # 23,Sunday 16 April 2023
182,22:01,Ittihad Tanger,3 : 0,Olympique Club De Khouribga,Week # 23,Sunday 16 April 2023
183,22:02,FAR Rabat,2 : 1,Moghreb Tetouan,Week # 23,Sunday 16 April 2023
184,22:03,Fath Union Sport de Rabat,5 : 0,Difaa Hassani El Jadidi,Week # 24,Wednesday 19 April 2023
185,22:03,JSS Jeunesse Sportive Soualem,2 : 2,UTS Union Touarga Sport Rabat,Week # 24,Wednesday 19 April 2023
186,22:02,Hassania Union Sport Agadir,1 : 0,Moghreb Tetouan,Week # 24,Thursday 20 April 2023
187,22:02,Olympique Club De Khouribga,1 : 1,Mouloudia Oujda,Week # 24,Thursday 20 April 2023
188,22:03,Ittihad Tanger,2 : 1,Renaissance de Berkane,Week # 24,Thursday 20 April 2023
189,22:01,Olympique Club de Safi,0 : 0,Chabab Mohammedia,Week # 24,Thursday 20 April 2023
190,19:15,Wydad Athletic Club,1 : 1,FAR Rabat,Week # 24,Wednesday 3 May 2023
191,21:30,Maghreb de Fes,2 : 1,Raja Club Athletic,Week # 24,Wednesday 3 May 2023
192,19:17,Moghreb Tetouan,2 : 1,Olympique Club de Safi,Week # 25,Thursday 4 May 2023
193,21:30,Difaa Hassani El Jadidi,2 : 2,Hassania Union Sport Agadir,Week # 25,Thursday 4 May 2023
194,19:23,Mouloudia Oujda,0 : 0,Ittihad Tanger,Week # 25,Friday 5 May 2023
195,21:33,UTS Union Touarga Sport Rabat,0 : 1,Fath Union Sport de Rabat,Week # 25,Friday 5 May 2023
196,17:01,Raja Club Athletic,0 : 1,Olympique Club De Khouribga,Week # 25,Saturday 6 May 2023
197,19:16,Renaissance de Berkane,1 : 1,Maghreb de Fes,Week # 25,Saturday 6 May 2023
198,21:33,Chabab Mohammedia,1 : 3,Wydad Athletic Club,Week # 25,Saturday 6 May 2023
199,21:36,FAR Rabat,2 : 1,JSS Jeunesse Sportive Soualem,Week # 25,Saturday 6 May 2023
200,18:02,Olympique Club de Safi,1 : 1,Hassania Union Sport Agadir,Week # 26,Saturday 20 May 2023
201,20:02,Maghreb de Fes,0 : 0,UTS Union Touarga Sport Rabat,Week # 26,Saturday 20 May 2023
202,20:01,Olympique Club De Khouribga,1 : 1,Difaa Hassani El Jadidi,Week # 26,Sunday 21 May 2023
203,20:05,Ittihad Tanger,0 : 0,Raja Club Athletic,Week # 26,Sunday 21 May 2023
204,20:00,Mouloudia Oujda,1 : 2,Renaissance de Berkane,Week # 26,Sunday 21 May 2023
205,20:01,JSS Jeunesse Sportive Soualem,1 : 3,Chabab Mohammedia,Week # 26,Sunday 21 May 2023
