,Time,Receiving team,Score,Guest team,Week,Date
25,18:01,Kawkab Athletic Club Marrakech,2 : 1,Difaa Hassani El Jadidi,Week # 5,Saturday 20 October 2018
26,19:59,Ittihad Tanger,1 : 1,Chabab Rif Al Hoceima,Week # 5,Saturday 20 October 2018
27,16:01,Youssoufia Berrechid,0 : 0,FAR Rabat,Week # 5,Sunday 21 October 2018
28,17:59,Renaissance de Berkane,0 : 0,Hassania Union Sport Agadir,Week # 5,Sunday 21 October 2018
29,19:59,Wydad Athletic Club,2 : 0,Mouloudia Oujda,Week # 5,Sunday 21 October 2018
30,18:01,Olympique Club de Safi,1 : 0,Moghreb Tetouan,Week # 5,Monday 22 October 2018
31,20:00,Fath Union Sport de Rabat,1 : 1,Rapide Oued Zem,Week # 5,Monday 22 October 2018
32,18:02,Moghreb Tetouan,1 : 0,Renaissance de Berkane,Week # 2,Friday 26 October 2018
33,20:01,Difaa Hassani El Jadidi,0 : 0,Olympique Club de Safi,Week # 6,Friday 26 October 2018
34,16:00,FAR Rabat,3 : 2,Olympique Club De Khouribga,Week # 6,Saturday 27 October 2018
35,16:00,Chabab Rif Al Hoceima,1 : 0,Kawkab Athletic Club Marrakech,Week # 6,Saturday 27 October 2018
36,17:59,Rapide Oued Zem,2 : 0,Youssoufia Berrechid,Week # 6,Saturday 27 October 2018
37,14:59,Mouloudia Oujda,3 : 2,Fath Union Sport de Rabat,Week # 6,Sunday 28 October 2018
38,16:59,Hassania Union Sport Agadir,0 : 1,Ittihad Tanger,Week # 6,Sunday 28 October 2018
39,15:01,Kawkab Athletic Club Marrakech,0 : 2,Hassania Union Sport Agadir,Week # 7,Saturday 3 November 2018
40,19:52,Fath Union Sport de Rabat,0 : 1,Moghreb Tetouan,Week # 7,Saturday 3 November 2018
41,15:00,Youssoufia Berrechid,2 : 0,Olympique Club De Khouribga,Week # 7,Sunday 4 November 2018
42,17:00,Rapide Oued Zem,1 : 1,Mouloudia Oujda,Week # 7,Sunday 4 November 2018
43,18:59,Olympique Club de Safi,1 : 1,Chabab Rif Al Hoceima,Week # 7,Sunday 4 November 2018
44,18:04,Renaissance de Berkane,2 : 1,FAR Rabat,Week # 7,Tuesday 6 November 2018
45,18:01,Ittihad Tanger,1 : 1,Raja Club Athletic,Week # 7,Wednesday 7 November 2018
46,19:00,Hassania Union Sport Agadir,3 : 0,Olympique Club de Safi,Week # 8,Friday 9 November 2018
47,15:01,Mouloudia Oujda,0 : 1,Youssoufia Berrechid,Week # 8,Saturday 10 November 2018
48,17:02,Moghreb Tetouan,1 : 1,Rapide Oued Zem,Week # 8,Saturday 10 November 2018
49,19:00,Difaa Hassani El Jadidi,1 : 2,Fath Union Sport de Rabat,Week # 8,Saturday 10 November 2018
50,15:00,Raja Club Athletic,2 : 0,Kawkab Athletic Club Marrakech,Week # 8,Sunday 11 November 2018
51,15:02,FAR Rabat,0 : 0,Ittihad Tanger,Week # 8,Sunday 11 November 2018
52,15:00,Chabab Rif Al Hoceima,2 : 1,Wydad Athletic Club,Week # 8,Sunday 11 November 2018
53,17:01,Olympique Club De Khouribga,2 : 2,Renaissance de Berkane,Week # 8,Sunday 11 November 2018
54,16:03,Hassania Union Sport Agadir,0 : 0,Raja Club Athletic,Week # 2,Saturday 17 November 2018
55,15:33,Wydad Athletic Club,3 : 2,Youssoufia Berrechid,Week # 2,Thursday 22 November 2018
56,13:00,Wydad Athletic Club,-- : --,Hassania Union Sport Agadir,Week # 9,Friday 23 November 2018
57,19:02,Ittihad Tanger,0 : 0,Olympique Club De Khouribga,Week # 9,Friday 23 November 2018
58,15:01,Kawkab Athletic Club Marrakech,0 : 0,FAR Rabat,Week # 9,Saturday 24 November 2018
59,14:58,Mouloudia Oujda,1 : 0,Moghreb Tetouan,Week # 9,Sunday 25 November 2018
60,14:58,Youssoufia Berrechid,1 : 0,Renaissance de Berkane,Week # 9,Sunday 25 November 2018
61,16:59,Rapide Oued Zem,1 : 1,Difaa Hassani El Jadidi,Week # 9,Sunday 25 November 2018
62,18:59,Wydad Athletic Club,3 : 0,Fath Union Sport de Rabat,Week # 3,Monday 26 November 2018
63,15:00,Moghreb Tetouan,2 : 0,Youssoufia Berrechid,Week # 10,Wednesday 28 November 2018
64,14:59,Rapide Oued Zem,0 : 0,Wydad Athletic Club,Week # 4,Thursday 29 November 2018
65,17:44,Fath Union Sport de Rabat,0 : 0,Chabab Rif Al Hoceima,Week # 9,Thursday 29 November 2018
66,15:03,FAR Rabat,2 : 3,Olympique Club de Safi,Week # 10,Saturday 1 December 2018
67,17:00,Olympique Club De Khouribga,1 : 0,Kawkab Athletic Club Marrakech,Week # 10,Saturday 1 December 2018
68,14:58,Moghreb Tetouan,1 : 1,Wydad Athletic Club,Week # 6,Sunday 2 December 2018
69,17:01,Difaa Hassani El Jadidi,1 : 0,Mouloudia Oujda,Week # 10,Sunday 2 December 2018
70,15:00,Chabab Rif Al Hoceima,2 : 2,Rapide Oued Zem,Week # 10,Tuesday 4 December 2018
71,17:04,Wydad Athletic Club,3 : 0,Difaa Hassani El Jadidi,Week # 7,Wednesday 5 December 2018
72,18:30,Fath Union Sport de Rabat,1 : 0,Raja Club Athletic,Week # 11,Friday 7 December 2018
73,14:59,Kawkab Athletic Club Marrakech,0 : 0,Renaissance de Berkane,Week # 11,Saturday 8 December 2018
74,16:58,Olympique Club de Safi,1 : 1,Olympique Club De Khouribga,Week # 11,Saturday 8 December 2018
75,15:00,Youssoufia Berrechid,1 : 2,Ittihad Tanger,Week # 11,Sunday 9 December 2018
76,17:00,Wydad Athletic Club,1 : 0,FAR Rabat,Week # 11,Sunday 9 December 2018
77,17:03,Rapide Oued Zem,0 : 1,Hassania Union Sport Agadir,Week # 11,Sunday 9 December 2018
78,15:01,Mouloudia Oujda,1 : 0,Chabab Rif Al Hoceima,Week # 11,Monday 10 December 2018
79,18:01,Moghreb Tetouan,0 : 0,Difaa Hassani El Jadidi,Week # 11,Monday 10 December 2018
80,14:59,Chabab Rif Al Hoceima,1 : 4,Moghreb Tetouan,Week # 12,Saturday 15 December 2018
81,15:02,FAR Rabat,2 : 0,Fath Union Sport de Rabat,Week # 12,Sunday 16 December 2018
82,17:03,Difaa Hassani El Jadidi,0 : 1,Youssoufia Berrechid,Week # 12,Sunday 16 December 2018
83,17:00,Renaissance de Berkane,3 : 2,Olympique Club de Safi,Week # 12,Tuesday 18 December 2018
84,18:02,Hassania Union Sport Agadir,1 : 0,Mouloudia Oujda,Week # 12,Tuesday 18 December 2018
85,16:02,Olympique Club De Khouribga,0 : 1,Wydad Athletic Club,Week # 12,Wednesday 19 December 2018
86,19:01,Ittihad Tanger,1 : 1,Kawkab Athletic Club Marrakech,Week # 12,Wednesday 19 December 2018
87,20:01,Raja Club Athletic,3 : 2,Rapide Oued Zem,Week # 12,Wednesday 19 December 2018
88,17:58,Difaa Hassani El Jadidi,1 : 0,Chabab Rif Al Hoceima,Week # 13,Saturday 22 December 2018
89,15:01,Youssoufia Berrechid,2 : 0,Kawkab Athletic Club Marrakech,Week # 13,Sunday 23 December 2018
90,19:00,Fath Union Sport de Rabat,2 : 1,Olympique Club De Khouribga,Week # 13,Sunday 23 December 2018
91,18:03,Rapide Oued Zem,1 : 1,FAR Rabat,Week # 13,Monday 24 December 2018
92,14:59,Wydad Athletic Club,2 : 1,Hassania Union Sport Agadir,Week # 9,Wednesday 26 December 2018
93,14:59,Youssoufia Berrechid,1 : 2,Raja Club Athletic,Week # 3,Wednesday 26 December 2018
94,17:00,Renaissance de Berkane,1 : 1,Difaa Hassani El Jadidi,Week # 3,Wednesday 26 December 2018
95,18:02,Olympique Club de Safi,1 : 0,Ittihad Tanger,Week # 13,Wednesday 26 December 2018
96,15:00,Raja Club Athletic,1 : 1,Renaissance de Berkane,Week # 6,Sunday 30 December 2018
97,15:30,Hassania Union Sport Agadir,0 : 0,Fath Union Sport de Rabat,Week # 10,Sunday 30 December 2018
98,14:59,Wydad Athletic Club,0 : 0,Renaissance de Berkane,Week # 13,Wednesday 2 January 2019
99,15:00,Mouloudia Oujda,1 : 1,Raja Club Athletic,Week # 13,Wednesday 2 January 2019
100,19:59,Moghreb Tetouan,1 : 2,Hassania Union Sport Agadir,Week # 13,Wednesday 2 January 2019
101,14:04,Raja Club Athletic,0 : 1,Wydad Athletic Club,Week # 10,Sunday 6 January 2019
102,18:00,Renaissance de Berkane,2 : 0,Ittihad Tanger,Week # 10,Monday 7 January 2019
103,15:01,Youssoufia Berrechid,1 : 2,Chabab Rif Al Hoceima,Week # 14,Saturday 12 January 2019
104,17:00,Olympique Club De Khouribga,2 : 2,Rapide Oued Zem,Week # 14,Saturday 12 January 2019
105,15:03,Kawkab Athletic Club Marrakech,1 : 2,Olympique Club de Safi,Week # 14,Sunday 13 January 2019
106,19:02,FAR Rabat,1 : 1,Mouloudia Oujda,Week # 14,Monday 14 January 2019
107,15:01,Raja Club Athletic,1 : 1,Moghreb Tetouan,Week # 14,Thursday 17 January 2019
108,15:00,Raja Club Athletic,2 : 1,FAR Rabat,Week # 4,Wednesday 23 January 2019
109,17:00,Renaissance de Berkane,0 : 0,Fath Union Sport de Rabat,Week # 14,Wednesday 23 January 2019
110,19:03,Hassania Union Sport Agadir,0 : 0,Difaa Hassani El Jadidi,Week # 14,Wednesday 23 January 2019
111,19:05,Ittihad Tanger,1 : 0,Wydad Athletic Club,Week # 14,Thursday 24 January 2019
112,15:02,Mouloudia Oujda,1 : 0,Olympique Club De Khouribga,Week # 15,Saturday 26 January 2019
113,16:59,Olympique Club de Safi,0 : 3,Youssoufia Berrechid,Week # 15,Saturday 26 January 2019
114,14:59,Wydad Athletic Club,3 : 1,Kawkab Athletic Club Marrakech,Week # 15,Sunday 27 January 2019
115,15:01,Moghreb Tetouan,0 : 0,FAR Rabat,Week # 15,Sunday 27 January 2019
116,16:59,Rapide Oued Zem,2 : 1,Renaissance de Berkane,Week # 15,Sunday 27 January 2019
117,18:59,Fath Union Sport de Rabat,0 : 2,Ittihad Tanger,Week # 15,Sunday 27 January 2019
118,14:58,Chabab Rif Al Hoceima,1 : 0,Hassania Union Sport Agadir,Week # 15,Monday 28 January 2019
119,17:58,Difaa Hassani El Jadidi,2 : 4,Raja Club Athletic,Week # 15,Wednesday 30 January 2019
120,15:01,Moghreb Tetouan,0 : 2,Olympique Club De Khouribga,Week # 16,Saturday 2 February 2019
121,17:01,Rapide Oued Zem,0 : 1,Ittihad Tanger,Week # 16,Saturday 2 February 2019
122,18:59,Fath Union Sport de Rabat,1 : 0,Kawkab Athletic Club Marrakech,Week # 16,Saturday 2 February 2019
123,14:59,Difaa Hassani El Jadidi,1 : 3,FAR Rabat,Week # 16,Sunday 3 February 2019
124,15:02,Wydad Athletic Club,1 : 0,Olympique Club de Safi,Week # 16,Thursday 7 February 2019
125,19:00,Hassania Union Sport Agadir,1 : 1,Youssoufia Berrechid,Week # 16,Thursday 7 February 2019
126,18:59,Renaissance de Berkane,2 : 0,Moghreb Tetouan,Week # 17,Friday 8 February 2019
127,15:00,Kawkab Athletic Club Marrakech,2 : 0,Rapide Oued Zem,Week # 17,Saturday 9 February 2019
128,17:05,Olympique Club De Khouribga,2 : 1,Difaa Hassani El Jadidi,Week # 17,Saturday 9 February 2019
129,19:02,FAR Rabat,3 : 0,Chabab Rif Al Hoceima,Week # 17,Saturday 9 February 2019
130,18:02,Ittihad Tanger,3 : 2,Mouloudia Oujda,Week # 17,Sunday 10 February 2019
131,15:18,Olympique Club de Safi,3 : 3,Fath Union Sport de Rabat,Week # 17,Monday 11 February 2019
132,19:00,Rapide Oued Zem,1 : 1,Olympique Club de Safi,Week # 18,Friday 15 February 2019
133,15:02,Mouloudia Oujda,2 : 1,Kawkab Athletic Club Marrakech,Week # 18,Saturday 16 February 2019
134,15:00,Moghreb Tetouan,1 : 1,Ittihad Tanger,Week # 18,Saturday 16 February 2019
135,17:00,Chabab Rif Al Hoceima,3 : 1,Olympique Club De Khouribga,Week # 18,Saturday 16 February 2019
136,15:01,Raja Club Athletic,3 : 3,Youssoufia Berrechid,Week # 18,Sunday 17 February 2019
137,15:02,Fath Union Sport de Rabat,0 : 1,Wydad Athletic Club,Week # 18,Sunday 17 February 2019
138,16:59,Difaa Hassani El Jadidi,1 : 1,Renaissance de Berkane,Week # 18,Sunday 17 February 2019
139,18:58,Hassania Union Sport Agadir,1 : 2,FAR Rabat,Week # 18,Monday 18 February 2019
140,15:00,Mouloudia Oujda,1 : 0,Renaissance de Berkane,Week # 16,Wednesday 20 February 2019
141,15:01,Youssoufia Berrechid,1 : 2,Wydad Athletic Club,Week # 17,Wednesday 20 February 2019
142,17:00,Olympique Club de Safi,0 : 1,Raja Club Athletic,Week # 9,Wednesday 20 February 2019
143,15:01,Kawkab Athletic Club Marrakech,1 : 1,Moghreb Tetouan,Week # 19,Saturday 23 February 2019
144,19:04,Ittihad Tanger,0 : 2,Difaa Hassani El Jadidi,Week # 19,Saturday 23 February 2019
145,14:58,Wydad Athletic Club,3 : 0,Rapide Oued Zem,Week # 19,Sunday 24 February 2019
146,17:00,Olympique Club de Safi,1 : 3,Mouloudia Oujda,Week # 19,Sunday 24 February 2019
147,14:58,Youssoufia Berrechid,0 : 0,Fath Union Sport de Rabat,Week # 19,Monday 25 February 2019
148,17:03,Olympique Club De Khouribga,0 : 0,Hassania Union Sport Agadir,Week # 19,Wednesday 27 February 2019
149,18:03,FAR Rabat,2 : 1,Raja Club Athletic,Week # 19,Wednesday 27 February 2019
150,18:58,Renaissance de Berkane,2 : 0,Chabab Rif Al Hoceima,Week # 19,Wednesday 27 February 2019
151,15:00,Mouloudia Oujda,2 : 3,Wydad Athletic Club,Week # 20,Thursday 28 February 2019
152,15:00,Moghreb Tetouan,0 : 0,Olympique Club de Safi,Week # 20,Thursday 28 February 2019
153,14:59,Rapide Oued Zem,1 : 0,Fath Union Sport de Rabat,Week # 20,Saturday 2 March 2019
154,17:59,Difaa Hassani El Jadidi,1 : 1,Kawkab Athletic Club Marrakech,Week # 20,Saturday 2 March 2019
155,15:03,Chabab Rif Al Hoceima,2 : 3,Ittihad Tanger,Week # 20,Sunday 3 March 2019
156,17:12,FAR Rabat,3 : 4,Youssoufia Berrechid,Week # 20,Sunday 3 March 2019
157,15:02,Wydad Athletic Club,2 : 1,Moghreb Tetouan,Week # 21,Monday 4 March 2019
158,15:05,Raja Club Athletic,2 : 3,Olympique Club De Khouribga,Week # 20,Wednesday 6 March 2019
159,19:00,Hassania Union Sport Agadir,3 : 2,Renaissance de Berkane,Week # 20,Wednesday 6 March 2019
160,19:00,Fath Union Sport de Rabat,0 : 1,Mouloudia Oujda,Week # 21,Friday 8 March 2019
161,15:00,Youssoufia Berrechid,1 : 1,Rapide Oued Zem,Week # 21,Saturday 9 March 2019
162,17:00,Olympique Club de Safi,3 : 2,Difaa Hassani El Jadidi,Week # 21,Saturday 9 March 2019
163,19:04,Kawkab Athletic Club Marrakech,1 : 1,Chabab Rif Al Hoceima,Week # 21,Saturday 9 March 2019
164,14:58,Olympique Club De Khouribga,1 : 1,FAR Rabat,Week # 21,Sunday 10 March 2019
165,17:02,Renaissance de Berkane,3 : 7,Raja Club Athletic,Week # 21,Wednesday 13 March 2019
166,19:01,Ittihad Tanger,1 : 0,Hassania Union Sport Agadir,Week # 21,Wednesday 13 March 2019
167,15:01,Chabab Rif Al Hoceima,1 : 1,Olympique Club de Safi,Week # 22,Saturday 16 March 2019
168,18:59,Moghreb Tetouan,0 : 0,Fath Union Sport de Rabat,Week # 22,Saturday 16 March 2019
169,16:00,Mouloudia Oujda,0 : 0,Rapide Oued Zem,Week # 22,Sunday 17 March 2019
170,16:01,Olympique Club De Khouribga,1 : 1,Youssoufia Berrechid,Week # 22,Wednesday 27 March 2019
171,20:02,Hassania Union Sport Agadir,5 : 1,Kawkab Athletic Club Marrakech,Week # 22,Wednesday 27 March 2019
172,18:00,Difaa Hassani El Jadidi,1 : 1,Wydad Athletic Club,Week # 22,Thursday 28 March 2019
173,15:00,Wydad Athletic Club,6 : 1,Chabab Rif Al Hoceima,Week # 23,Monday 1 April 2019
174,17:58,Renaissance de Berkane,1 : 1,Olympique Club De Khouribga,Week # 23,Monday 1 April 2019
175,16:04,Youssoufia Berrechid,1 : 1,Mouloudia Oujda,Week # 23,Tuesday 2 April 2019
176,18:04,Olympique Club de Safi,2 : 1,Hassania Union Sport Agadir,Week # 23,Tuesday 2 April 2019
177,18:59,Fath Union Sport de Rabat,0 : 0,Difaa Hassani El Jadidi,Week # 23,Tuesday 2 April 2019
178,20:05,Rapide Oued Zem,1 : 0,Moghreb Tetouan,Week # 23,Tuesday 2 April 2019
179,16:01,Ittihad Tanger,0 : 0,FAR Rabat,Week # 23,Wednesday 3 April 2019
180,18:02,Kawkab Athletic Club Marrakech,1 : 2,Raja Club Athletic,Week # 23,Wednesday 3 April 2019
181,16:00,Moghreb Tetouan,4 : 1,Mouloudia Oujda,Week # 24,Saturday 6 April 2019
182,19:59,Difaa Hassani El Jadidi,2 : 0,Rapide Oued Zem,Week # 24,Saturday 6 April 2019
183,16:01,Raja Club Athletic,1 : 0,Olympique Club de Safi,Week # 24,Sunday 7 April 2019
184,16:00,Chabab Rif Al Hoceima,0 : 0,Fath Union Sport de Rabat,Week # 24,Sunday 7 April 2019
185,18:00,Olympique Club De Khouribga,1 : 1,Ittihad Tanger,Week # 24,Sunday 7 April 2019
186,19:00,FAR Rabat,0 : 2,Kawkab Athletic Club Marrakech,Week # 24,Monday 8 April 2019
187,16:00,Chabab Rif Al Hoceima,1 : 2,Raja Club Athletic,Week # 16,Wednesday 10 April 2019
188,16:00,Raja Club Athletic,1 : 0,Ittihad Tanger,Week # 22,Wednesday 17 April 2019
189,17:59,FAR Rabat,1 : 1,Renaissance de Berkane,Week # 22,Wednesday 17 April 2019
190,15:00,Hassania Union Sport Agadir,2 : 1,Wydad Athletic Club,Week # 24,Thursday 18 April 2019
191,20:00,Kawkab Athletic Club Marrakech,0 : 1,Olympique Club De Khouribga,Week # 25,Friday 19 April 2019
192,15:00,Mouloudia Oujda,1 : 2,Difaa Hassani El Jadidi,Week # 25,Saturday 20 April 2019
193,16:01,Youssoufia Berrechid,2 : 0,Moghreb Tetouan,Week # 25,Saturday 20 April 2019
194,19:59,Rapide Oued Zem,1 : 0,Chabab Rif Al Hoceima,Week # 25,Saturday 20 April 2019
195,16:02,Wydad Athletic Club,2 : 2,Raja Club Athletic,Week # 25,Sunday 21 April 2019
196,18:02,Ittihad Tanger,0 : 0,Renaissance de Berkane,Week # 25,Sunday 21 April 2019
197,17:59,Olympique Club de Safi,1 : 0,FAR Rabat,Week # 25,Sunday 21 April 2019
198,19:59,Fath Union Sport de Rabat,2 : 0,Hassania Union Sport Agadir,Week # 25,Sunday 21 April 2019
199,16:00,Raja Club Athletic,2 : 1,Hassania Union Sport Agadir,Week # 17,Wednesday 24 April 2019
200,15:58,Renaissance de Berkane,2 : 0,Youssoufia Berrechid,Week # 24,Wednesday 24 April 2019
201,16:04,Olympique Club De Khouribga,4 : 4,Olympique Club de Safi,Week # 26,Saturday 27 April 2019
202,16:02,Chabab Rif Al Hoceima,1 : 1,Mouloudia Oujda,Week # 26,Saturday 27 April 2019
203,17:58,Difaa Hassani El Jadidi,2 : 0,Moghreb Tetouan,Week # 26,Saturday 27 April 2019
204,15:59,Raja Club Athletic,0 : 0,Fath Union Sport de Rabat,Week # 26,Sunday 28 April 2019
205,18:02,Ittihad Tanger,1 : 0,Youssoufia Berrechid,Week # 26,Sunday 28 April 2019
206,20:00,Hassania Union Sport Agadir,0 : 0,Rapide Oued Zem,Week # 26,Monday 29 April 2019
207,18:00,Renaissance de Berkane,1 : 1,Kawkab Athletic Club Marrakech,Week # 26,Wednesday 1 May 2019
208,16:02,Mouloudia Oujda,1 : 1,Hassania Union Sport Agadir,Week # 27,Saturday 4 May 2019
209,16:02,Rapide Oued Zem,3 : 3,Raja Club Athletic,Week # 27,Saturday 4 May 2019
210,18:00,Fath Union Sport de Rabat,1 : 0,FAR Rabat,Week # 27,Saturday 4 May 2019
211,15:00,Moghreb Tetouan,2 : 1,Chabab Rif Al Hoceima,Week # 27,Sunday 5 May 2019
212,15:00,Youssoufia Berrechid,1 : 1,Difaa Hassani El Jadidi,Week # 27,Sunday 5 May 2019
213,17:01,Kawkab Athletic Club Marrakech,3 : 1,Ittihad Tanger,Week # 27,Sunday 5 May 2019
214,22:05,Olympique Club de Safi,3 : 0,Renaissance de Berkane,Week # 27,Wednesday 8 May 2019
215,22:03,FAR Rabat,1 : 1,Wydad Athletic Club,Week # 26,Thursday 9 May 2019
216,22:03,Raja Club Athletic,2 : 1,Mouloudia Oujda,Week # 28,Saturday 11 May 2019
217,22:06,Ittihad Tanger,0 : 2,Olympique Club de Safi,Week # 28,Sunday 12 May 2019
218,22:03,Hassania Union Sport Agadir,1 : 0,Moghreb Tetouan,Week # 28,Monday 13 May 2019
219,22:13,Olympique Club De Khouribga,2 : 2,Fath Union Sport de Rabat,Week # 28,Monday 13 May 2019
220,21:59,Kawkab Athletic Club Marrakech,4 : 1,Youssoufia Berrechid,Week # 28,Monday 13 May 2019
221,22:10,FAR Rabat,0 : 0,Rapide Oued Zem,Week # 28,Monday 13 May 2019
222,22:00,Renaissance de Berkane,3 : 2,Wydad Athletic Club,Week # 28,Monday 13 May 2019
223,22:01,Chabab Rif Al Hoceima,1 : 1,Difaa Hassani El Jadidi,Week # 28,Monday 13 May 2019
224,22:00,Wydad Athletic Club,2 : 2,Ittihad Tanger,Week # 29,Friday 17 May 2019
225,22:18,Difaa Hassani El Jadidi,1 : 1,Hassania Union Sport Agadir,Week # 29,Saturday 18 May 2019
226,22:03,Wydad Athletic Club,4 : 1,Olympique Club De Khouribga,Week # 27,Tuesday 4 June 2019
227,22:05,Mouloudia Oujda,1 : 1,FAR Rabat,Week # 29,Tuesday 4 June 2019
228,22:01,Olympique Club de Safi,1 : 0,Kawkab Athletic Club Marrakech,Week # 29,Tuesday 4 June 2019
229,22:01,Moghreb Tetouan,3 : 1,Raja Club Athletic,Week # 29,Tuesday 4 June 2019
230,22:01,Fath Union Sport de Rabat,0 : 0,Renaissance de Berkane,Week # 29,Tuesday 4 June 2019
231,22:05,Chabab Rif Al Hoceima,2 : 1,Youssoufia Berrechid,Week # 29,Tuesday 4 June 2019
232,19:37,Rapide Oued Zem,1 : 0,Olympique Club De Khouribga,Week # 29,Saturday 8 June 2019
233,17:04,Kawkab Athletic Club Marrakech,3 : 3,Wydad Athletic Club,Week # 30,Sunday 9 June 2019
234,17:01,FAR Rabat,0 : 2,Moghreb Tetouan,Week # 30,Sunday 9 June 2019
235,19:08,Raja Club Athletic,2 : 0,Difaa Hassani El Jadidi,Week # 30,Sunday 9 June 2019
236,19:05,Hassania Union Sport Agadir,1 : 0,Chabab Rif Al Hoceima,Week # 30,Sunday 9 June 2019
237,19:04,Ittihad Tanger,1 : 3,Fath Union Sport de Rabat,Week # 30,Sunday 9 June 2019
238,19:04,Youssoufia Berrechid,2 : 1,Olympique Club de Safi,Week # 30,Sunday 9 June 2019
239,19:00,Olympique Club De Khouribga,3 : 1,Mouloudia Oujda,Week # 30,Tuesday 11 June 2019
240,19:01,Renaissance de Berkane,2 : 2,Rapide Oued Zem,Week # 30,Tuesday 11 June 2019
